,name,api_name,physical_processor,arch,region,price_per_hour_reserved,price_per_hour_ondemand,vcpu,memory_gib,storage_gib
2095,C5 High-CPU 18xlarge,c5d.18xlarge,Intel Xeon Platinum 8124M,64-bit,eu-west-2,4.14,2.853,72,144.0,1800
2096,C5N 18xlarge,c5n.18xlarge,Intel Xeon Platinum 8124M,64-bit,eu-west-2,0.0,0.0,72,192.0,0
2097,M5 General Purpose Large,m5.large,Intel Xeon Platinum 8175,64-bit,eu-west-2,0.111,0.078,2,8.0,0
2098,C5 High-CPU Quadruple Extra Large,c5.4xlarge,Intel Xeon Platinum 8124M,64-bit,eu-west-2,0.808,0.556,16,32.0,0
2099,M5 General Purpose 24xlarge,m5d.24xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-2,6.288,4.396,96,384.0,3600
2100,M5 General Purpose Large,m5d.large,Intel Xeon Platinum 8175,64-bit,eu-west-2,0.131,0.092,2,8.0,75
2101,M5 General Purpose Double Extra Large,m5d.2xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-2,0.524,0.366,8,32.0,300
2102,C5 High-CPU Large,c5d.large,Intel Xeon Platinum 8124M,64-bit,eu-west-2,0.115,0.079,2,4.0,50
2103,C5 High-CPU 24xlarge,c5d.24xlarge,Intel Xeon Platinum 8275L,64-bit,eu-west-2,5.52,3.804,96,192.0,3600
2104,C5N Double Extra Large,c5n.2xlarge,Intel Xeon Platinum 8124M,64-bit,eu-west-2,0.0,0.0,8,21.0,0
2105,M5 General Purpose Extra Large,m5d.xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-2,0.262,0.183,4,16.0,150
2106,M5 General Purpose Metal,m5.metal,Intel Xeon Platinum 8175,64-bit,eu-west-2,5.328,3.73,96,384.0,0
2107,M5 General Purpose 12xlarge,m5.12xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-2,2.664,1.865,48,192.0,0
2108,C5 High-CPU Quadruple Extra Large,c5d.4xlarge,Intel Xeon Platinum 8124M,64-bit,eu-west-2,0.92,0.634,16,32.0,400
2109,C5N Extra Large,c5n.xlarge,Intel Xeon Platinum 8124M,64-bit,eu-west-2,0.0,0.0,4,10.5,0
2110,P3DN 24xlarge,p3dn.24xlarge,Intel Xeon Platinum 8175 (Skylake),64-bit,eu-west-2,0.0,0.0,96,768.0,1800
2111,C5 High-CPU Metal,c5d.metal,Intel Xeon Platinum 8275L,64-bit,eu-west-2,5.52,3.804,96,192.0,3600
2112,M5 General Purpose 16xlarge,m5d.16xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-2,4.192,2.931,64,256.0,2400
2113,C5 High-CPU Double Extra Large,c5.2xlarge,Intel Xeon Platinum 8124M,64-bit,eu-west-2,0.404,0.278,8,16.0,0
2114,C5 High-CPU Double Extra Large,c5d.2xlarge,Intel Xeon Platinum 8124M,64-bit,eu-west-2,0.46,0.317,8,16.0,200
2115,M5 General Purpose Extra Large,m5.xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-2,0.222,0.155,4,16.0,0
2116,C5N 9xlarge,c5n.9xlarge,Intel Xeon Platinum 8124M,64-bit,eu-west-2,0.0,0.0,36,96.0,0
2117,C5 High-CPU Extra Large,c5.xlarge,Intel Xeon Platinum 8124M,64-bit,eu-west-2,0.202,0.139,4,8.0,0
2118,M5 General Purpose Quadruple Extra Large,m5d.4xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-2,1.048,0.733,16,64.0,600
2119,M5 General Purpose Metal,m5d.metal,Intel Xeon Platinum 8175,64-bit,eu-west-2,6.288,4.396,96,384.0,3600
2120,M5 General Purpose Quadruple Extra Large,m5.4xlarge,Intel Xeon Platinum 8175,64-bit,eu-west-2,0.888,0.622,16,64.0,0
2121,C5 High-CPU 12xlarge,c5d.12xlarge,Intel Xeon Platinum 8275L,64-bit,eu-west-2,2.76,1.902,48,96.0,1800
